,YY,MM,DD,hh,mm,WDIR,WSPD,ATMP,DEWP,VIS,Date
0,2022,1,29,2,15,360.0,15.4,11,-3,8.7,2022-01-29 02:15:00
1,2022,1,29,1,50,10.0,13.9,12,-2,8.7,2022-01-29 01:50:00
2,2022,1,29,1,35,340.0,13.9,12,-1,8.7,2022-01-29 01:35:00
3,2022,1,29,1,15,350.0,15.4,12,-1,8.7,2022-01-29 01:15:00
4,2022,1,29,0,55,360.0,14.4,12,-1,8.7,2022-01-29 00:55:00
5,2022,1,29,0,35,350.0,15.4,13,0,8.7,2022-01-29 00:35:00
6,2022,1,29,0,15,340.0,14.9,12,-2,8.7,2022-01-29 00:15:00
7,2022,1,28,23,55,330.0,11.3,12,3,8.7,2022-01-28 23:55:00
8,2022,1,28,23,35,330.0,11.3,12,3,0.4,2022-01-28 23:35:00
9,2022,1,28,23,15,320.0,9.8,11,3,0.2,2022-01-28 23:15:00
10,2022,1,28,22,55,320.0,10.3,11,3,8.7,2022-01-28 22:55:00
11,2022,1,28,22,35,330.0,10.8,11,2,8.7,2022-01-28 22:35:00
12,2022,1,28,22,15,340.0,11.3,11,2,8.7,2022-01-28 22:15:00
13,2022,1,28,21,55,340.0,11.8,10,2,8.7,2022-01-28 21:55:00
14,2022,1,28,21,35,340.0,12.9,10,3,8.7,2022-01-28 21:35:00
15,2022,1,28,21,15,350.0,12.4,10,2,8.7,2022-01-28 21:15:00
16,2022,1,28,20,55,340.0,12.4,10,2,8.7,2022-01-28 20:55:00
17,2022,1,28,20,35,350.0,12.4,10,2,8.7,2022-01-28 20:35:00
18,2022,1,28,20,10,350.0,12.9,10,2,8.7,2022-01-28 20:10:00
19,2022,1,28,19,55,340.0,12.9,10,2,8.7,2022-01-28 19:55:00
20,2022,1,28,19,35,350.0,13.4,10,3,8.7,2022-01-28 19:35:00
21,2022,1,28,19,15,340.0,11.3,10,3,8.7,2022-01-28 19:15:00
22,2022,1,28,18,55,340.0,11.8,10,3,8.7,2022-01-28 18:55:00
23,2022,1,28,18,35,340.0,12.9,10,3,8.7,2022-01-28 18:35:00
24,2022,1,28,18,15,350.0,11.3,10,3,8.7,2022-01-28 18:15:00
25,2022,1,28,17,55,350.0,11.8,10,2,8.7,2022-01-28 17:55:00
26,2022,1,28,17,35,360.0,12.9,10,1,8.7,2022-01-28 17:35:00
27,2022,1,28,17,15,10.0,12.4,10,2,8.7,2022-01-28 17:15:00
28,2022,1,28,16,55,360.0,12.9,10,2,8.7,2022-01-28 16:55:00
29,2022,1,28,16,35,360.0,12.9,11,2,8.7,2022-01-28 16:35:00
30,2022,1,28,16,15,10.0,10.8,11,3,8.7,2022-01-28 16:15:00
31,2022,1,28,15,55,10.0,12.4,11,3,8.7,2022-01-28 15:55:00
32,2022,1,28,15,35,10.0,12.9,10,3,8.7,2022-01-28 15:35:00
33,2022,1,28,15,15,360.0,12.9,11,3,8.7,2022-01-28 15:15:00
34,2022,1,28,14,55,350.0,10.8,11,3,8.7,2022-01-28 14:55:00
35,2022,1,28,14,30,360.0,11.3,11,3,8.7,2022-01-28 14:30:00
36,2022,1,28,14,15,360.0,11.3,11,3,8.7,2022-01-28 14:15:00
37,2022,1,28,13,55,340.0,10.8,11,4,8.7,2022-01-28 13:55:00
38,2022,1,28,13,35,350.0,10.3,11,4,8.7,2022-01-28 13:35:00
39,2022,1,28,13,15,350.0,10.8,12,5,8.7,2022-01-28 13:15:00
40,2022,1,28,12,55,360.0,10.8,11,4,8.7,2022-01-28 12:55:00
41,2022,1,28,12,35,350.0,11.3,12,5,8.7,2022-01-28 12:35:00
42,2022,1,28,12,15,350.0,9.8,12,5,8.7,2022-01-28 12:15:00
43,2022,1,28,11,55,350.0,9.8,12,5,8.7,2022-01-28 11:55:00
44,2022,1,28,11,35,350.0,10.3,13,6,8.7,2022-01-28 11:35:00
45,2022,1,28,11,15,350.0,10.8,12,6,8.7,2022-01-28 11:15:00
46,2022,1,28,10,55,350.0,9.8,13,7,8.7,2022-01-28 10:55:00
47,2022,1,28,10,35,350.0,9.3,13,6,8.7,2022-01-28 10:35:00
48,2022,1,28,10,15,350.0,8.2,13,7,8.7,2022-01-28 10:15:00
49,2022,1,28,9,55,350.0,8.2,13,7,8.7,2022-01-28 09:55:00
50,2022,1,28,9,35,350.0,7.7,13,7,8.7,2022-01-28 09:35:00
51,2022,1,28,9,15,340.0,8.8,13,7,8.7,2022-01-28 09:15:00
52,2022,1,28,8,50,330.0,6.7,13,8,8.7,2022-01-28 08:50:00
53,2022,1,28,8,35,320.0,7.2,13,7,8.7,2022-01-28 08:35:00
54,2022,1,28,8,15,320.0,8.2,14,7,8.7,2022-01-28 08:15:00
55,2022,1,28,7,55,320.0,8.2,14,7,8.7,2022-01-28 07:55:00
56,2022,1,28,7,35,330.0,6.7,14,6,8.7,2022-01-28 07:35:00
57,2022,1,28,7,15,330.0,8.2,14,4,8.7,2022-01-28 07:15:00
58,2022,1,28,6,55,340.0,7.7,14,5,8.7,2022-01-28 06:55:00
59,2022,1,28,6,35,330.0,7.7,15,5,8.7,2022-01-28 06:35:00
60,2022,1,28,6,15,330.0,7.7,15,8,8.7,2022-01-28 06:15:00
61,2022,1,28,5,55,330.0,5.1,16,9,8.7,2022-01-28 05:55:00
62,2022,1,28,5,35,340.0,4.1,16,9,8.7,2022-01-28 05:35:00
63,2022,1,28,5,15,340.0,4.6,16,9,8.7,2022-01-28 05:15:00
64,2022,1,28,4,55,360.0,4.1,16,9,8.7,2022-01-28 04:55:00
65,2022,1,28,4,35,10.0,4.1,16,9,8.7,2022-01-28 04:35:00
66,2022,1,28,4,15,360.0,3.1,16,10,8.7,2022-01-28 04:15:00
67,2022,1,28,3,55,20.0,3.6,16,10,8.7,2022-01-28 03:55:00
68,2022,1,28,3,35,20.0,4.1,16,10,8.7,2022-01-28 03:35:00
69,2022,1,28,3,10,40.0,4.6,16,10,8.7,2022-01-28 03:10:00
70,2022,1,28,2,55,30.0,5.1,16,10,8.7,2022-01-28 02:55:00
71,2022,1,28,2,35,40.0,5.7,16,10,8.7,2022-01-28 02:35:00
72,2022,1,28,2,15,20.0,5.1,16,10,8.7,2022-01-28 02:15:00
73,2022,1,28,1,55,30.0,4.1,16,11,8.7,2022-01-28 01:55:00
74,2022,1,28,1,35,30.0,4.6,16,11,8.7,2022-01-28 01:35:00
75,2022,1,28,1,15,40.0,2.6,16,11,8.7,2022-01-28 01:15:00
76,2022,1,28,0,55,40.0,3.6,16,11,8.7,2022-01-28 00:55:00
77,2022,1,28,0,35,40.0,4.6,16,11,8.7,2022-01-28 00:35:00
78,2022,1,28,0,15,70.0,4.1,16,11,8.7,2022-01-28 00:15:00
79,2022,1,27,23,55,60.0,3.6,16,11,8.7,2022-01-27 23:55:00
80,2022,1,27,23,35,60.0,2.6,16,10,7.8,2022-01-27 23:35:00
81,2022,1,27,23,15,70.0,4.6,16,10,6.1,2022-01-27 23:15:00
82,2022,1,27,22,55,70.0,4.6,17,10,8.7,2022-01-27 22:55:00
83,2022,1,27,22,35,60.0,5.7,17,10,8.7,2022-01-27 22:35:00
84,2022,1,27,22,15,70.0,6.2,17,9,8.7,2022-01-27 22:15:00
85,2022,1,27,21,55,60.0,4.6,17,9,8.7,2022-01-27 21:55:00
86,2022,1,27,21,30,50.0,3.1,17,8,8.7,2022-01-27 21:30:00
87,2022,1,27,21,15,50.0,4.1,17,9,8.7,2022-01-27 21:15:00
88,2022,1,27,20,55,60.0,3.1,17,8,8.7,2022-01-27 20:55:00
89,2022,1,27,20,35,60.0,4.6,17,10,8.7,2022-01-27 20:35:00
90,2022,1,27,20,10,70.0,3.6,16,11,8.7,2022-01-27 20:10:00
91,2022,1,27,19,55,70.0,2.1,17,11,8.7,2022-01-27 19:55:00
92,2022,1,27,19,35,70.0,4.1,17,12,8.7,2022-01-27 19:35:00
93,2022,1,27,19,15,80.0,3.6,17,12,8.7,2022-01-27 19:15:00
94,2022,1,27,18,55,80.0,3.6,16,12,8.7,2022-01-27 18:55:00
95,2022,1,27,18,35,80.0,3.1,16,12,8.7,2022-01-27 18:35:00
96,2022,1,27,18,15,80.0,4.6,16,11,8.7,2022-01-27 18:15:00
97,2022,1,27,17,55,80.0,5.7,16,11,8.7,2022-01-27 17:55:00
98,2022,1,27,17,35,70.0,7.7,15,11,8.7,2022-01-27 17:35:00
99,2022,1,27,17,15,80.0,6.7,15,11,8.7,2022-01-27 17:15:00
100,2022,1,27,16,55,80.0,7.7,15,11,8.7,2022-01-27 16:55:00
101,2022,1,27,16,35,70.0,8.2,15,10,8.7,2022-01-27 16:35:00
102,2022,1,27,16,15,70.0,7.2,15,10,8.7,2022-01-27 16:15:00
103,2022,1,27,15,50,70.0,6.2,15,10,8.7,2022-01-27 15:50:00
104,2022,1,27,15,35,80.0,5.7,15,10,8.7,2022-01-27 15:35:00
105,2022,1,27,15,15,70.0,6.2,15,10,8.7,2022-01-27 15:15:00
106,2022,1,27,14,55,70.0,6.2,15,9,8.7,2022-01-27 14:55:00
107,2022,1,27,14,35,70.0,6.7,15,9,8.7,2022-01-27 14:35:00
108,2022,1,27,14,15,70.0,6.2,15,9,8.7,2022-01-27 14:15:00
109,2022,1,27,13,55,70.0,6.7,15,9,8.7,2022-01-27 13:55:00
110,2022,1,27,13,35,70.0,6.2,14,9,8.7,2022-01-27 13:35:00
111,2022,1,27,13,15,70.0,6.7,14,9,8.7,2022-01-27 13:15:00
112,2022,1,27,12,55,70.0,6.2,14,8,8.7,2022-01-27 12:55:00
113,2022,1,27,12,35,60.0,7.2,14,9,8.7,2022-01-27 12:35:00
114,2022,1,27,12,15,70.0,6.2,14,8,8.7,2022-01-27 12:15:00
115,2022,1,27,11,55,70.0,6.2,14,8,8.7,2022-01-27 11:55:00
116,2022,1,27,11,35,70.0,6.7,14,8,8.7,2022-01-27 11:35:00
117,2022,1,27,11,15,70.0,7.2,14,8,8.7,2022-01-27 11:15:00
118,2022,1,27,10,55,70.0,5.7,14,8,8.7,2022-01-27 10:55:00
119,2022,1,27,10,35,70.0,4.6,14,7,8.7,2022-01-27 10:35:00
120,2022,1,27,10,10,70.0,6.2,14,7,8.7,2022-01-27 10:10:00
121,2022,1,27,9,55,80.0,4.1,14,7,8.7,2022-01-27 09:55:00
122,2022,1,27,9,35,70.0,6.2,14,7,8.7,2022-01-27 09:35:00
123,2022,1,27,9,15,80.0,4.6,14,7,8.7,2022-01-27 09:15:00
124,2022,1,27,8,55,80.0,5.1,14,7,8.7,2022-01-27 08:55:00
125,2022,1,27,8,35,80.0,5.7,14,6,8.7,2022-01-27 08:35:00
126,2022,1,27,8,15,80.0,5.1,14,6,8.7,2022-01-27 08:15:00
127,2022,1,27,7,55,80.0,5.1,14,6,8.7,2022-01-27 07:55:00
128,2022,1,27,7,35,80.0,5.1,14,6,8.7,2022-01-27 07:35:00
129,2022,1,27,7,15,80.0,6.7,14,5,8.7,2022-01-27 07:15:00
130,2022,1,27,6,55,70.0,10.3,14,5,8.7,2022-01-27 06:55:00
131,2022,1,27,6,35,80.0,9.8,14,5,8.7,2022-01-27 06:35:00
132,2022,1,27,6,15,80.0,8.2,14,5,8.7,2022-01-27 06:15:00
133,2022,1,27,5,55,80.0,8.2,14,4,8.7,2022-01-27 05:55:00
134,2022,1,27,5,35,80.0,9.8,14,4,8.7,2022-01-27 05:35:00
135,2022,1,27,5,15,80.0,8.8,14,4,8.7,2022-01-27 05:15:00
136,2022,1,27,4,55,80.0,9.8,14,4,8.7,2022-01-27 04:55:00
137,2022,1,27,4,30,70.0,11.8,14,4,8.7,2022-01-27 04:30:00
138,2022,1,27,4,15,70.0,11.3,14,3,8.7,2022-01-27 04:15:00
139,2022,1,27,3,55,70.0,11.3,14,3,8.7,2022-01-27 03:55:00
140,2022,1,27,3,35,70.0,11.8,14,3,8.7,2022-01-27 03:35:00
141,2022,1,27,3,15,60.0,11.8,14,3,8.7,2022-01-27 03:15:00
142,2022,1,27,2,55,70.0,12.9,14,3,8.7,2022-01-27 02:55:00
143,2022,1,27,2,35,60.0,12.9,14,3,8.7,2022-01-27 02:35:00
144,2022,1,27,2,15,50.0,12.4,15,3,8.7,2022-01-27 02:15:00
145,2022,1,27,1,55,60.0,11.3,15,3,8.7,2022-01-27 01:55:00
146,2022,1,27,1,35,60.0,9.8,15,4,8.7,2022-01-27 01:35:00
147,2022,1,27,1,15,50.0,9.8,15,3,8.7,2022-01-27 01:15:00
148,2022,1,27,0,55,50.0,10.3,15,3,8.7,2022-01-27 00:55:00
149,2022,1,27,0,35,50.0,10.3,15,3,8.7,2022-01-27 00:35:00
150,2022,1,27,0,15,50.0,9.8,15,3,8.7,2022-01-27 00:15:00
151,2022,1,26,23,55,60.0,10.3,15,3,8.7,2022-01-26 23:55:00
152,2022,1,26,23,35,50.0,10.3,15,3,0.2,2022-01-26 23:35:00
153,2022,1,26,23,15,50.0,9.3,14,4,0.2,2022-01-26 23:15:00
154,2022,1,26,22,50,50.0,10.3,14,3,0.2,2022-01-26 22:50:00
155,2022,1,26,22,35,50.0,9.8,14,5,8.7,2022-01-26 22:35:00
156,2022,1,26,22,15,50.0,8.8,14,5,8.7,2022-01-26 22:15:00
157,2022,1,26,21,55,50.0,9.8,14,5,8.7,2022-01-26 21:55:00
158,2022,1,26,21,35,50.0,9.8,14,5,8.7,2022-01-26 21:35:00
159,2022,1,26,21,15,50.0,9.8,13,5,8.7,2022-01-26 21:15:00
160,2022,1,26,20,55,50.0,10.3,13,5,8.7,2022-01-26 20:55:00
161,2022,1,26,20,35,60.0,10.8,13,5,8.7,2022-01-26 20:35:00
162,2022,1,26,20,15,50.0,10.8,13,6,8.7,2022-01-26 20:15:00
163,2022,1,26,19,55,50.0,11.3,13,6,8.7,2022-01-26 19:55:00
164,2022,1,26,19,35,60.0,10.8,13,7,8.7,2022-01-26 19:35:00
165,2022,1,26,19,15,50.0,12.4,12,7,8.7,2022-01-26 19:15:00
166,2022,1,26,18,55,50.0,12.4,12,7,8.7,2022-01-26 18:55:00
167,2022,1,26,18,35,50.0,12.9,12,7,8.7,2022-01-26 18:35:00
168,2022,1,26,18,15,50.0,12.4,13,8,8.7,2022-01-26 18:15:00
169,2022,1,26,17,55,50.0,12.4,12,8,8.7,2022-01-26 17:55:00
170,2022,1,26,17,35,60.0,12.4,12,8,8.7,2022-01-26 17:35:00
171,2022,1,26,17,10,60.0,13.4,12,8,8.7,2022-01-26 17:10:00
172,2022,1,26,16,55,60.0,16.0,12,8,8.7,2022-01-26 16:55:00
173,2022,1,26,16,35,50.0,15.4,11,8,8.7,2022-01-26 16:35:00
174,2022,1,26,16,15,50.0,14.4,11,8,8.7,2022-01-26 16:15:00
175,2022,1,26,15,55,50.0,14.4,11,8,8.7,2022-01-26 15:55:00
176,2022,1,26,15,35,50.0,13.9,11,8,8.7,2022-01-26 15:35:00
177,2022,1,26,15,15,50.0,13.9,12,8,8.7,2022-01-26 15:15:00
178,2022,1,26,14,55,50.0,13.4,11,8,8.7,2022-01-26 14:55:00
179,2022,1,26,14,35,50.0,14.4,12,8,8.7,2022-01-26 14:35:00
180,2022,1,26,14,15,50.0,13.9,12,8,8.7,2022-01-26 14:15:00
181,2022,1,26,13,55,60.0,15.4,12,8,8.7,2022-01-26 13:55:00
182,2022,1,26,13,35,50.0,14.4,12,8,8.7,2022-01-26 13:35:00
183,2022,1,26,13,15,50.0,14.4,12,8,8.7,2022-01-26 13:15:00
184,2022,1,26,12,55,50.0,14.9,12,8,8.7,2022-01-26 12:55:00
185,2022,1,26,12,35,60.0,15.4,13,9,8.7,2022-01-26 12:35:00
186,2022,1,26,12,15,60.0,15.4,13,9,8.7,2022-01-26 12:15:00
187,2022,1,26,11,55,50.0,14.9,13,9,8.7,2022-01-26 11:55:00
188,2022,1,26,11,30,50.0,15.4,13,9,8.7,2022-01-26 11:30:00
189,2022,1,26,11,15,60.0,16.5,13,9,8.7,2022-01-26 11:15:00
190,2022,1,26,10,55,60.0,16.0,13,9,8.7,2022-01-26 10:55:00
191,2022,1,26,10,35,50.0,15.4,13,9,8.7,2022-01-26 10:35:00
192,2022,1,26,10,15,50.0,14.9,13,10,8.7,2022-01-26 10:15:00
193,2022,1,26,9,55,50.0,15.4,13,10,8.7,2022-01-26 09:55:00
194,2022,1,26,9,35,50.0,15.4,13,10,8.7,2022-01-26 09:35:00
195,2022,1,26,9,15,40.0,14.9,13,10,8.7,2022-01-26 09:15:00
196,2022,1,26,8,55,50.0,15.4,14,10,8.7,2022-01-26 08:55:00
197,2022,1,26,8,35,50.0,15.4,14,10,8.7,2022-01-26 08:35:00
198,2022,1,26,8,15,50.0,13.9,14,10,8.7,2022-01-26 08:15:00
199,2022,1,26,7,55,60.0,13.9,15,10,8.7,2022-01-26 07:55:00
200,2022,1,26,7,35,60.0,13.9,15,10,8.7,2022-01-26 07:35:00
201,2022,1,26,7,15,50.0,15.4,15,9,8.7,2022-01-26 07:15:00
202,2022,1,26,6,55,50.0,14.4,15,9,8.7,2022-01-26 06:55:00
203,2022,1,26,6,30,60.0,13.4,15,9,8.7,2022-01-26 06:30:00
204,2022,1,26,6,15,60.0,15.4,15,9,8.7,2022-01-26 06:15:00
205,2022,1,26,5,50,60.0,16.5,15,10,8.7,2022-01-26 05:50:00
206,2022,1,26,5,35,70.0,17.0,16,9,8.7,2022-01-26 05:35:00
207,2022,1,26,5,15,60.0,17.5,16,10,8.7,2022-01-26 05:15:00
208,2022,1,26,4,55,70.0,18.5,16,10,8.7,2022-01-26 04:55:00
209,2022,1,26,4,35,70.0,18.0,16,9,8.7,2022-01-26 04:35:00
210,2022,1,26,4,15,70.0,18.0,15,10,8.7,2022-01-26 04:15:00
211,2022,1,26,3,55,70.0,18.0,15,12,8.7,2022-01-26 03:55:00
212,2022,1,26,3,35,70.0,16.5,15,12,8.7,2022-01-26 03:35:00
213,2022,1,26,3,15,70.0,17.5,15,12,8.7,2022-01-26 03:15:00
214,2022,1,26,2,55,60.0,13.9,15,12,8.7,2022-01-26 02:55:00
215,2022,1,26,2,35,60.0,13.4,15,12,8.7,2022-01-26 02:35:00
216,2022,1,26,2,15,60.0,14.4,14,12,8.7,2022-01-26 02:15:00
217,2022,1,26,1,55,60.0,14.4,14,12,8.7,2022-01-26 01:55:00
218,2022,1,26,1,35,60.0,14.4,14,12,8.7,2022-01-26 01:35:00
219,2022,1,26,1,15,60.0,14.9,14,12,8.7,2022-01-26 01:15:00
220,2022,1,26,0,55,60.0,13.4,14,12,8.7,2022-01-26 00:55:00
221,2022,1,26,0,35,60.0,13.9,14,12,8.7,2022-01-26 00:35:00
222,2022,1,26,0,10,50.0,14.4,14,13,8.7,2022-01-26 00:10:00
223,2022,1,25,23,55,50.0,13.9,14,13,8.7,2022-01-25 23:55:00
224,2022,1,25,23,35,60.0,12.4,14,13,1.3,2022-01-25 23:35:00
225,2022,1,25,23,15,50.0,13.9,14,13,1.7,2022-01-25 23:15:00
226,2022,1,25,22,55,60.0,14.4,14,13,2.6,2022-01-25 22:55:00
227,2022,1,25,22,35,50.0,13.9,14,13,1.7,2022-01-25 22:35:00
228,2022,1,25,22,15,50.0,13.9,14,13,1.3,2022-01-25 22:15:00
229,2022,1,25,21,55,60.0,13.9,14,13,1.3,2022-01-25 21:55:00
230,2022,1,25,21,35,60.0,14.9,14,13,0.7,2022-01-25 21:35:00
231,2022,1,25,21,15,60.0,14.9,14,13,0.4,2022-01-25 21:15:00
232,2022,1,25,20,55,60.0,14.4,15,13,2.6,2022-01-25 20:55:00
233,2022,1,25,20,35,60.0,13.9,15,14,8.7,2022-01-25 20:35:00
234,2022,1,25,20,15,70.0,16.0,15,14,8.7,2022-01-25 20:15:00
235,2022,1,25,19,55,60.0,13.4,15,14,8.7,2022-01-25 19:55:00
236,2022,1,25,19,35,60.0,13.4,15,14,8.7,2022-01-25 19:35:00
237,2022,1,25,19,15,60.0,12.9,15,14,8.7,2022-01-25 19:15:00
238,2022,1,25,18,55,60.0,13.4,15,14,4.3,2022-01-25 18:55:00
239,2022,1,25,18,30,60.0,11.8,15,14,7.0,2022-01-25 18:30:00
240,2022,1,25,18,15,60.0,11.3,15,14,1.7,2022-01-25 18:15:00
241,2022,1,25,17,55,50.0,11.8,15,14,6.1,2022-01-25 17:55:00
242,2022,1,25,17,35,60.0,12.9,15,14,0.7,2022-01-25 17:35:00
243,2022,1,25,17,15,60.0,12.4,15,14,0.4,2022-01-25 17:15:00
244,2022,1,25,16,55,60.0,11.8,16,15,8.7,2022-01-25 16:55:00
245,2022,1,25,16,35,70.0,12.4,16,15,8.7,2022-01-25 16:35:00
246,2022,1,25,16,15,80.0,10.8,16,15,7.8,2022-01-25 16:15:00
247,2022,1,25,15,55,70.0,10.8,16,15,1.5,2022-01-25 15:55:00
248,2022,1,25,15,35,70.0,11.3,15,14,1.1,2022-01-25 15:35:00
249,2022,1,25,15,15,70.0,11.8,15,14,1.5,2022-01-25 15:15:00
250,2022,1,25,14,55,70.0,10.8,15,14,8.7,2022-01-25 14:55:00
251,2022,1,25,14,35,70.0,12.4,15,14,4.3,2022-01-25 14:35:00
252,2022,1,25,14,15,70.0,12.9,14,13,1.5,2022-01-25 14:15:00
253,2022,1,25,13,55,70.0,12.4,14,13,1.7,2022-01-25 13:55:00
254,2022,1,25,13,35,70.0,13.9,14,13,1.7,2022-01-25 13:35:00
255,2022,1,25,13,15,70.0,14.4,14,13,0.7,2022-01-25 13:15:00
256,2022,1,25,12,50,50.0,12.4,14,13,0.7,2022-01-25 12:50:00
257,2022,1,25,12,35,40.0,10.3,15,14,1.7,2022-01-25 12:35:00
258,2022,1,25,12,15,40.0,0.0,17,16,8.7,2022-01-25 12:15:00
259,2022,1,25,11,55,190.0,2.1,17,16,8.7,2022-01-25 11:55:00
260,2022,1,25,11,35,190.0,4.6,17,16,8.7,2022-01-25 11:35:00
261,2022,1,25,11,15,190.0,7.2,17,16,8.7,2022-01-25 11:15:00
262,2022,1,25,10,55,190.0,4.6,17,16,8.7,2022-01-25 10:55:00
263,2022,1,25,10,35,180.0,5.7,17,16,8.7,2022-01-25 10:35:00
264,2022,1,25,10,15,180.0,5.7,17,16,8.7,2022-01-25 10:15:00
265,2022,1,25,9,55,190.0,6.2,17,16,8.7,2022-01-25 09:55:00
266,2022,1,25,9,35,190.0,7.2,17,16,7.8,2022-01-25 09:35:00
267,2022,1,25,9,15,200.0,9.8,17,16,8.7,2022-01-25 09:15:00
268,2022,1,25,8,55,190.0,8.2,17,16,8.7,2022-01-25 08:55:00
269,2022,1,25,8,35,190.0,6.7,17,16,8.7,2022-01-25 08:35:00
270,2022,1,25,8,15,190.0,7.7,17,15,8.7,2022-01-25 08:15:00
271,2022,1,25,7,55,190.0,9.3,17,15,8.7,2022-01-25 07:55:00
272,2022,1,25,7,35,190.0,8.2,16,15,8.7,2022-01-25 07:35:00
273,2022,1,25,7,15,190.0,8.2,16,15,8.7,2022-01-25 07:15:00
274,2022,1,25,6,55,190.0,9.3,16,15,8.7,2022-01-25 06:55:00
275,2022,1,25,6,35,190.0,9.3,16,14,8.7,2022-01-25 06:35:00
276,2022,1,25,6,15,190.0,8.8,15,14,8.7,2022-01-25 06:15:00
277,2022,1,25,5,55,190.0,8.2,15,13,8.7,2022-01-25 05:55:00
278,2022,1,25,5,35,180.0,6.2,14,13,8.7,2022-01-25 05:35:00
279,2022,1,25,5,15,180.0,3.6,14,13,8.7,2022-01-25 05:15:00
280,2022,1,25,4,55,180.0,2.6,13,12,8.7,2022-01-25 04:55:00
281,2022,1,25,4,35,160.0,2.6,12,11,8.7,2022-01-25 04:35:00
282,2022,1,25,4,15,160.0,0.0,12,11,8.7,2022-01-25 04:15:00
283,2022,1,25,3,55,160.0,0.0,12,10,8.7,2022-01-25 03:55:00
284,2022,1,25,3,35,160.0,0.0,13,10,8.7,2022-01-25 03:35:00
285,2022,1,25,3,15,160.0,0.0,13,10,8.7,2022-01-25 03:15:00
286,2022,1,25,2,55,160.0,0.0,13,10,8.7,2022-01-25 02:55:00
287,2022,1,25,2,35,160.0,0.0,13,10,8.7,2022-01-25 02:35:00
288,2022,1,25,2,15,160.0,0.0,13,10,8.7,2022-01-25 02:15:00
289,2022,1,25,1,55,160.0,0.0,13,9,8.7,2022-01-25 01:55:00
290,2022,1,25,1,35,30.0,2.1,13,9,8.7,2022-01-25 01:35:00
291,2022,1,25,1,15,10.0,2.6,13,9,8.7,2022-01-25 01:15:00
292,2022,1,25,0,55,30.0,3.1,12,10,8.7,2022-01-25 00:55:00
293,2022,1,25,0,35,10.0,3.1,12,9,8.7,2022-01-25 00:35:00
294,2022,1,25,0,15,350.0,3.1,12,9,8.7,2022-01-25 00:15:00
295,2022,1,24,23,55,10.0,2.6,12,9,8.7,2022-01-24 23:55:00
296,2022,1,24,23,35,340.0,3.1,12,9,8.7,2022-01-24 23:35:00
297,2022,1,24,23,15,320.0,3.6,12,9,8.7,2022-01-24 23:15:00
298,2022,1,24,22,55,320.0,5.1,12,9,8.7,2022-01-24 22:55:00
299,2022,1,24,22,35,350.0,5.1,12,9,8.7,2022-01-24 22:35:00
300,2022,1,24,22,15,360.0,5.7,12,8,8.7,2022-01-24 22:15:00
301,2022,1,24,21,55,350.0,5.1,13,8,8.7,2022-01-24 21:55:00
302,2022,1,24,21,35,340.0,5.1,13,7,8.7,2022-01-24 21:35:00
303,2022,1,24,21,15,340.0,5.7,13,7,8.7,2022-01-24 21:15:00
304,2022,1,24,20,55,330.0,6.2,13,8,8.7,2022-01-24 20:55:00
305,2022,1,24,20,35,320.0,5.7,14,8,8.7,2022-01-24 20:35:00
306,2022,1,24,20,15,210.0,3.6,16,7,8.7,2022-01-24 20:15:00
307,2022,1,24,19,55,210.0,0.0,16,7,8.7,2022-01-24 19:55:00
308,2022,1,24,19,35,210.0,2.6,15,6,8.7,2022-01-24 19:35:00
309,2022,1,24,19,15,210.0,2.1,16,6,8.7,2022-01-24 19:15:00
310,2022,1,24,18,55,210.0,2.1,15,6,8.7,2022-01-24 18:55:00
311,2022,1,24,18,35,60.0,3.1,14,6,8.7,2022-01-24 18:35:00
312,2022,1,24,18,15,60.0,5.1,13,6,8.7,2022-01-24 18:15:00
313,2022,1,24,17,55,60.0,4.1,13,5,8.7,2022-01-24 17:55:00
314,2022,1,24,17,35,30.0,2.6,13,4,8.7,2022-01-24 17:35:00
315,2022,1,24,17,15,340.0,2.1,13,4,8.7,2022-01-24 17:15:00
316,2022,1,24,16,55,350.0,2.1,13,3,8.7,2022-01-24 16:55:00
317,2022,1,24,16,35,20.0,3.6,12,3,8.7,2022-01-24 16:35:00
318,2022,1,24,16,15,10.0,3.6,12,4,8.7,2022-01-24 16:15:00
319,2022,1,24,15,55,330.0,3.1,12,3,8.7,2022-01-24 15:55:00
320,2022,1,24,15,35,340.0,3.6,12,3,8.7,2022-01-24 15:35:00
321,2022,1,24,15,15,350.0,3.1,12,4,8.7,2022-01-24 15:15:00
322,2022,1,24,14,55,350.0,3.6,12,4,8.7,2022-01-24 14:55:00
323,2022,1,24,14,35,360.0,3.6,11,4,8.7,2022-01-24 14:35:00
324,2022,1,24,14,15,330.0,3.6,11,4,8.7,2022-01-24 14:15:00
325,2022,1,24,13,55,340.0,3.6,12,4,8.7,2022-01-24 13:55:00
326,2022,1,24,13,35,350.0,3.6,11,4,8.7,2022-01-24 13:35:00
327,2022,1,24,13,15,350.0,4.1,11,3,8.7,2022-01-24 13:15:00
328,2022,1,24,12,55,350.0,4.1,12,3,8.7,2022-01-24 12:55:00
329,2022,1,24,12,35,360.0,4.1,12,3,8.7,2022-01-24 12:35:00
330,2022,1,24,12,15,350.0,4.6,12,3,8.7,2022-01-24 12:15:00
331,2022,1,24,11,55,360.0,5.1,11,2,8.7,2022-01-24 11:55:00
